project_id,project_name,source_state,source_district,source_place,old_latitude,old_longitude,new_latitude,new_longitude,old_coordinate_source,new_coordinate_source,coordinate_status,location_resolution_level,geocoding_confidence,state_match,district_match,validation_status,coordinate_changed,change_reason
617279,Transmission System for evacuation of power from Mahan Energen Limited Generating Station in Madhya Pradesh [SPV Name - POWERGRID MEL Power Transmission Limited],Madhya Pradesh,Singrauli,"Nigahi, Jayant & Block-B Coal Mega Hub",24.1997,82.6647,24.199525,82.664246,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Singrauli
617802,Augmentation of Transformation Capacity and Implementation of Line Bays at Mandsaur S/S for RE Interconnection [SPV Name- POWERGRID Mandsaur I RE Transmission Limited],Madhya Pradesh,Mandsaur,Mandsaur Solar & Highway Node,24.0722,75.0683,24.072375,75.068754,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Mandsaur
619024,Mahan Transmission Limited,Madhya Pradesh,Bhopal,Bhopal Infrastructure Hub,23.2599,77.4126,23.2599,77.4126,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Preserved validated district location
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4,Maharashtra,Bhandara,"Gosikhurd Dam, Wainganga River, Pauni",20.92,78.98,20.8732,79.6468,verified_facility,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Bhandara)
619027,WRNES Talegaon Power Transmission Limited,Maharashtra,Pune,Hinjawadi IT & Ring Road,18.5204,73.8567,18.5204,73.8567,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Pune
619227,Network Expansion Scheme in Maharashtra for removal of Transmission constraints in Pune Region-I [765/400kV AIS Pune East],Maharashtra,Pune,Hinjawadi IT & Ring Road,18.5204,73.8567,18.520575,73.857137,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Pune
617185,Transmission System for Integration of Kurnool-IV REZ Phase-I [for 4.5 GW] [POWERGRID Kurnool-IV Transmission Limited],"Multi-States (Andhra Pradesh, Karnataka)",Kurnool,Kurnool-IV REZ Transmission Substation,15.8281,78.0373,15.828547,78.037358,verified_city,verified_facility,exact,facility,high,True,True,VALIDATED,True,Known verified facility (Kurnool-IV REZ Transmission Substation)
617806,Transmission System for Integration of Ananthapur 2 REZ Phase 1 for 4.5 GW. SPV Name Anantapuram 2 REZ Transmission Ltd,"Multi-States (Andhra Pradesh, Karnataka)",Ananthapuramu,Ananthapuramu REZ Transmission Substation,22.5937,78.9629,14.6819,77.6007,verified_state,verified_facility,exact,facility,high,True,True,VALIDATED,True,Known verified facility (Ananthapuramu REZ Transmission Substation)
619030,Inter-Regional Strengthening between SR Grid and ER Grid,"Multi-States (Andhra Pradesh, Odisha)",YSR Kadapa,Kadapa Airport & Kopparthy Mega Industrial Node,22.5937,78.9629,14.4673,78.8242,verified_state,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (YSR Kadapa)
900808,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone Part-A and Part-B,"Multi-States (Andhra Pradesh, Telangana)",Kurnool,Orvakal Mega Industrial Node & Kurnool-III PS,15.8281,78.0373,15.828371,78.036927,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Kurnool
602223,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Systems [CSST&DS] in Arunachal Pradesh and Sikkim,"Multi-States (Arunachal Pradesh, Sikkim)",Papum Pare,Donyi Polo Airport Itanagar (Hollongi),22.5937,78.9629,27.084575,93.605766,verified_state,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Papum Pare)
607709,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT [NERPSIP],"Multi-States (Assam, Manipur, Meghalaya, Mizoram, Nagaland, Tripura)",East Khasi Hills,"NERPSIP Power System Control Hub, Shillong",22.5937,78.9629,25.5788,91.8933,verified_state,verified_facility,exact,facility,high,True,True,VALIDATED,True,"Known verified facility (NERPSIP Power System Control Hub, Shillong)"
617271,Eastern Region Expansion Scheme-43 [ERES-43],"Multi-States (Bihar, Odisha, West Bengal)",Patna,Bihta Airport & Patna Metro,22.5937,78.9629,25.5941,85.1376,verified_state,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Patna)
617807,Inter-regional [NR-WR] Transmission System strengthening to relieve the loading of 765 kV Vindhyachal-Varanasi D/c line,"Multi-States (Bihar, Uttar Pradesh)",Mirzapur,Chunar Junction & Mirzapur Terminal,25.1337,82.5644,25.1337,82.5644,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Mirzapur
617270,Eastern Region Expansion Scheme-44 [ERES-44],"Multi-States (Bihar, West Bengal)",Patna,Bihta Airport & Patna Metro,22.5937,78.9629,25.594275,85.13806,verified_state,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Patna)
400005,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",Daman,Daman Coastal & Industrial Hub,22.5937,78.9629,20.4283,72.8397,verified_state,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Daman)
611735,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part J,"Multi-States (Delhi, Rajasthan)",South Delhi,DND Maharani Bagh - Jaitpur Pushta Road NH-148NA,22.5937,78.9629,28.535675,77.250472,verified_state,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (South Delhi)
612132,Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under Phase-III Part D Phase I [Sikar Khetri Transmission Ltd],"Multi-States (Delhi, Rajasthan)",Jhunjhunu,Khetri Copper Complex & Jhunjhunu,28.1289,75.3992,28.1289,75.3992,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Jhunjhunu
615347,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V [8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited],"Multi-States (Gujarat, Maharashtra)",Kutch,"Khavda Renewable Energy Park Substation, Kutch",23.25,69.67,23.850175,69.750453,verified_city,verified_facility,exact,facility,high,True,True,VALIDATED,True,"Known verified facility (Khavda Renewable Energy Park Substation, Kutch)"
615339,Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part- 3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Limited],"Multi-States (Haryana, Punjab, Rajasthan)",Bikaner,"Bikaner REZ Phase-IV Substation Complex, Bikaner",28.0229,73.3119,28.0176,73.3119,verified_city,verified_facility,exact,facility,high,True,True,VALIDATED,True,"Known verified facility (Bikaner REZ Phase-IV Substation Complex, Bikaner)"
615340,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name POWERGRID Siwani Transmission Limited],"Multi-States (Haryana, Rajasthan)",Bhiwani,"Siwani 765kV Inter-State Transmission Substation, Bhiwani",28.0229,73.3119,28.91,75.62,verified_city,verified_facility,exact,facility,high,True,True,VALIDATED,True,"Known verified facility (Siwani 765kV Inter-State Transmission Substation, Bhiwani)"
617808,Inter-Regional Strengthening between SR Grid and WR Grid,"Multi-States (Karnataka, Maharashtra)",Bengaluru Urban,Bengaluru Metro & Tech Hub,22.5937,78.9629,12.9716,77.5946,verified_state,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Bengaluru Urban)
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]","Multi-States (Karnataka, Telangana)",Bidar,Bidar Air Force & Express Node,17.9104,77.5199,17.910575,77.520336,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Bidar
615333,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar Mandsaur Transmission Limited],"Multi-States (Madhya Pradesh, Rajasthan)",Jaisalmer,Fatehgarh Solar PS & Renewable Evacuation,26.9157,70.9083,26.9157,70.9083,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Jaisalmer
615334,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Transmission Limited],"Multi-States (Madhya Pradesh, Rajasthan)",Jaisalmer,Fatehgarh Solar PS & Renewable Evacuation,26.9157,70.9083,26.915875,70.908765,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Jaisalmer
617186,Rajasthan REZ Ph-V [Part-1- 4 GW] [Sirohi/Nagaur] Complex [Rajasthan V Power Transmission Limited],"Multi-States (Madhya Pradesh, Rajasthan)",Sirohi,Abu Road & Mount Abu Highway Node,24.8826,72.8589,24.8826,72.8589,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Sirohi
619025,RAJASTHAN PART I POWER TRANSMISSION LIMITED,"Multi-States (Madhya Pradesh, Rajasthan, Uttar Pradesh)",Balaghat,Expansion of Malanjkhand Copper Project,22.5937,78.9629,21.810175,80.180446,verified_state,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Balaghat)
612133,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part D [Neemrana Bareilly Transmission Ltd],"Multi-States (Rajasthan, Uttar Pradesh)",Bareilly,Bareilly Smart City & Airport Hub,28.367,79.4304,28.367,79.4304,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Bareilly
616670,Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5 GW] Part A [SPV name POWERGRID Ghiror Transmission Limited],"Multi-States (Rajasthan, Uttar Pradesh)",Bundi,"Greenfield Airport at Bundi, Kota",22.5937,78.9629,25.430675,75.650359,verified_state,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Bundi)
611947,Transmission System for Evacuation of Power from REZ in Rajasthan 20GW under Phase III- Part E2,Rajasthan,Kota,Kota Energy & Industrial Hub,25.18,75.83,25.18,75.83,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Preserved validated district location
611948,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part H,Rajasthan,Jodhpur,Jodhpur Airport Terminal & AIIMS,26.2389,73.0243,26.2389,73.0243,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Preserved validated district location
611949,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,Rajasthan,Udaipur,Udaipur Airport & Zinc City,24.5854,73.7125,24.5854,73.7125,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Preserved validated district location
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],Rajasthan,Bikaner,Bikaner Solar Complex & Ceramic Hub,28.0229,73.3119,28.0229,73.3119,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Bikaner
615332,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi Transmission Limited],Rajasthan,Jaisalmer,Fatehgarh Solar PS & Renewable Evacuation,26.9157,70.9083,26.916147,70.908362,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Jaisalmer
615335,Transmission System Strengthening for Interconnections of Bhadla-III & Bikaner III Complex [SPV Name POWERGRID BHADLA BIKANER TRANSMISSION LIMITED],Rajasthan,Bikaner,Bikaner Solar Complex & Ceramic Hub,28.0229,73.3119,28.023075,73.31237,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Bikaner
615337,Additional Transmission System for evacuation of Power from Bhadla-III PS as part of Rajasthan REZ Phase III Scheme [20 GW] [SPV Name POWERGRID Bhadla-III Power Transmission Limited],Rajasthan,Jodhpur,Jodhpur Airport Terminal & AIIMS,26.2389,73.0243,26.239075,73.024762,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Jodhpur
615338,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BARMER COMPLEX] PART F [SPV Name POWERGRID BARMER I TRANSMISSION LIMITED],Rajasthan,Jaisalmer,Fatehgarh Solar PS & Renewable Evacuation,26.9157,70.9083,26.915971,70.907897,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Jaisalmer
617181,"Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS [POWERGRID Fatehgarh Barmer Augmentation Transmission Limited]",Rajasthan,Jaisalmer,Fatehgarh Solar PS & Renewable Evacuation,26.9157,70.9083,26.915525,70.907835,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Jaisalmer
616671,Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4 [2x1000 MW] [SPV Name POWERGRID Kudankulam Tarnsmission Limited],Tamil Nadu,Tirunelveli,Kudankulam Nuclear Power Project Units,8.7139,77.7567,8.7139,77.7567,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Tirunelveli
617269,Transmission System for Strengthening to facilitate evacuation of power from Bhadla/Bikaner Complex,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar Infrastructure Hub,28.5355,77.391,28.5355,77.391,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Preserved validated district location
617412,"Construction of One Tower of Office Complex and another Tower of Residential quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and maintenance of Civil, E&M services for 7 years after completion of original construction work for Ranga Reddy, Secunderabad, Medchal, AuditI, Audit-II Commissionerates of Central Tax at Khajaguda, Serilingampally, Hyderabad.",Telangana,Hyderabad,Hyderabad Metro & Urban Infrastructure,17.385,78.4867,17.385,78.4867,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Hyderabad
707229,"Integrated Command control Center [ICCC] - Construction and Development of Integrated Command Control Center with Security, Surveillance, ITMS, Connecting Port, Ship Service, Smart Solid Waste Management, Smart Public Transport System",Andaman & Nicobar,South Andaman,Port Blair International Terminal & Great Nicobar Node,11.6234,92.7265,11.6234,92.7265,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Preserved validated district location
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,Delhi,New Delhi,New Delhi Railway Station Modernization,28.643,77.219,28.643,77.219,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,Preserved validated district location
701719,Rehablitation in Junavadaj Area Smart City Project,Gujarat,Ahmedabad,Dholera Smart City & Expressway,23.0225,72.5714,22.250271,72.189612,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Ahmedabad)
701766,Green Building Development Project,Uttarakhand,Haridwar,BHEL Integrated Industrial Estate (SIDCUL),29.96,78.1,29.96,78.1,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,Preserved validated district location
702627,Patna Metro Rail Project,Bihar,Patna,Patna Metro Rail Project Corridors,25.5941,85.1376,25.594547,85.137662,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,True,Known verified facility (Patna Metro Rail Project Corridors)
617207,Delhi Metro Rail Phase-IV [2 Corridors],Delhi,New Delhi,Delhi Metro Rail Phase-IV Lines,28.6139,77.209,28.6139,77.209,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,False,Known verified facility (Delhi Metro Rail Phase-IV Lines)
619031,Delhi Metro Rail Phase V A,Delhi,New Delhi,Delhi Metro Rail Phase V A Lines,28.6139,77.209,28.614075,77.209472,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,True,Known verified facility (Delhi Metro Rail Phase V A Lines)
702632,DMRTS Phase - IV [3 Priority Corridors],Delhi,New Delhi,Central Vista Executive Enclave & Ministries,28.6139,77.209,28.614347,77.209063,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in New Delhi
702630,Surat Metro Rail Project,Gujarat,Surat,Hazira Petrochem & Surat Metro,21.1702,72.8311,21.1702,72.8311,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Surat
702639,Ahmedabad Metro Rail Project [Phase-I],Gujarat,Ahmedabad,Dholera Smart City & Expressway,22.25,72.19,22.249825,72.189552,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Ahmedabad
619022,"Metro connectivity from Millennium City Centre to Cyber City with Spur to Dwarka Expressway, Gurugram.",Haryana,Gurugram,Cyber City & Dwarka Expressway Haryana,28.4595,77.0266,28.4595,77.0266,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Gurugram
612878,Bangalore Metro Rail Project - PHASE-3,Karnataka,Bengaluru Urban,Bangalore Metro Phase 3 Depot & Line,12.9716,77.5946,12.971775,77.595025,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,True,Known verified facility (Bangalore Metro Phase 3 Depot & Line)
702635,Construction of Bangalore Metro Rail Project Phase 2.,Karnataka,Bengaluru Urban,Bangalore Metro Phase 2 Elevated Corridor,12.9716,77.5946,12.972047,77.594657,verified_facility,verified_facility,exact,facility,high,True,True,VALIDATED,True,Known verified facility (Bangalore Metro Phase 2 Elevated Corridor)
702665,Construction Bangalore Metro Rail Project Phase-2A & 2B,Karnataka,Bengaluru Urban,Bengaluru Metro & Tech Hub,12.9716,77.5946,12.971871,77.594232,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Bengaluru Urban
702664,Kochi Metro Rail Phase 2 Development Project,Kerala,Ernakulam,Kochi Metro Phase 2 & BPCL Kochi Refinery (MSVI),9.9816,76.2999,9.9816,76.2999,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Ernakulam
702625,Bhopal Metro Rail Project,Madhya Pradesh,Bhopal,Bhopal Metro Rail Project Phase-1,23.2599,77.4126,23.260075,77.413051,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Bhopal
702626,Indore Metro Rail Project,Madhya Pradesh,Indore,Indore Metro Rail Corridor & Pithampur,22.7196,75.8577,22.7196,75.8577,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Indore
617225,PCMC To Nigdi- Extension Of North South Corridor Of Phase-1,Maharashtra,Pune,PCMC to Nigdi Metro Extension Corridor,18.9388,72.8354,18.6485,73.7869,verified_district,verified_facility,exact,project_site,high,True,True,VALIDATED,True,Known verified facility (PCMC to Nigdi Metro Extension Corridor)
617226,Pune Metro Phase-1 Extension line towards south from Swargate to Katraj,Maharashtra,Pune,Hinjawadi IT & Ring Road,18.5204,73.8567,18.520847,73.856759,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Pune
617327,Thane Integral Ring Metro Rail Project,Maharashtra,Thane,Kalyan-Bhiwandi Logistics Hub,19.2183,72.9781,19.218475,72.978539,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Thane
618971,Pune Metro Rail Project Phase-2 Corridor 2A Vanaz to Chandani Chowk and Corridor 2B Ramwadi to Wagholi/Vitthalwadi,Maharashtra,Pune,Hinjawadi IT & Ring Road,18.5204,73.8567,18.520671,73.856321,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Pune
618985,Pune Metro Rail Project Phase-2 Line-4 Kharadi to Khadakwasla with Spur Line 4A Nal Stop - Warje - Manikbaug,Maharashtra,Pune,Hinjawadi IT & Ring Road,18.5204,73.8567,18.520225,73.856263,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Pune
701745,New Suburba Station Development Project,Maharashtra,Thane,"Digha Gaon Suburban Station, Thane-Airoli Link",19.0657,72.8687,19.182,72.998,verified_district,verified_facility,exact,project_site,high,True,True,VALIDATED,True,"Known verified facility (Digha Gaon Suburban Station, Thane-Airoli Link)"
701991,Kalyan Station Precinct Imporvement Project,Maharashtra,Thane,Kalyan-Bhiwandi Logistics Hub,19.2183,72.9781,19.218747,72.978159,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Thane
702637,Mumbai Metro Line 3,Maharashtra,Mumbai Suburban,"BKC Metro Operations Centre & Junction, Line 3",18.9388,72.8354,19.0607,72.8644,verified_city,verified_facility,exact,project_site,high,True,True,VALIDATED,True,"Known verified facility (BKC Metro Operations Centre & Junction, Line 3)"
702658,Nagpur Metro Rail Phase II Development Project,Maharashtra,Nagpur,Saoner & Makardhokra Coal & MIHAN SEZ,21.1458,79.0882,21.146666,79.087937,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Nagpur
617206,Delhi Metro Rail Phase-IV [Rithala - Kundli Corridor],"Multi-States (Delhi, Haryana)",Sonipat,Kundli-Manesar-Palwal (KMP) Logistics Node,28.9931,77.0151,28.9931,77.0151,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Sonipat
702668,Chennai Metro Rail Phase-II Development Project,Tamil Nadu,Chennai,Chennai Airport Modernization & Metro Rail Phase-II,13.0827,80.2707,13.082875,80.271126,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Chennai
619052,LUCKNOW METRO RAIL PROJECT PHASE-1B EAST WEST CORRIDOR,Uttar Pradesh,Lucknow,Lucknow Metro Phase-1B & Sewerage System,26.8467,80.9462,26.8467,80.9462,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Lucknow
702628,Kanpur Metro Rail Project,Uttar Pradesh,Kanpur Nagar,Ghatampur Power & Kanpur Metro & LPG Hub,26.4499,80.3319,26.4499,80.3319,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Kanpur Nagar
702629,Agra Metro Rail Project,Uttar Pradesh,Agra,Agra Civil Enclave & Agra Metro Rail,27.1767,78.0081,27.1767,78.0081,verified_city,verified_city,exact,facility,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Agra
702674,"ESR - 8 nos., distribution system - 216 Km, new house service connections - 38760 nos. upgrading of feeder mains, pumping station etc. - Phase II",Andhra Pradesh,YSR Kadapa,Kadapa Airport & Kopparthy Mega Industrial Node,17.6868,83.2185,14.467475,78.824628,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (YSR Kadapa)
702699,Muzaffarpur Storm Water Drainage Phase-I Project,Bihar,Muzaffarpur,Kanti Power & 4-Lane Highway,26.1209,85.3647,26.1209,85.3647,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Muzaffarpur
702355,Storm water drainag Development Project,Dadra & Nagar Haveli and Daman & Diu,Daman,Daman Coastal & Industrial Hub,20.4283,72.8397,20.4283,72.8397,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Authoritative district resolution (Daman) (snapped inside state polygon)
702734,Sewerage Management Scheme Part-3 Implementation,Haryana,Gurugram,Gurugram Infrastructure Hub,28.4595,77.0266,28.459675,77.027071,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Preserved validated district location
702741,Dhanbad Water Supply Infrastructure Project,Jharkhand,Dhanbad,Jharia Coalfield & BCCL Mining Infrastructure,23.7957,86.4304,23.795971,86.430008,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Dhanbad
702742,SAAP-3 Water Supply Infrastructure SAAP-3 Project,Jharkhand,Ranchi,Ranchi Infrastructure Hub,23.3441,85.3096,23.344371,85.309209,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Preserved validated district location
702746,Augmentation and Strenghthning of Urban Water Supply Phase 1 - SAAP 3,Jharkhand,Dhanbad,Dhanbad Infrastructure Hub,23.7957,86.4304,23.795525,86.429947,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Preserved validated district location
702760,Belgavi Improvement in Sewerage System Project,Karnataka,Belagavi,Belagavi Industrial & Smart City Node,15.8497,74.4977,15.8497,74.4977,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Belagavi
702793,Indore Water Supply Infrastructure Project,Madhya Pradesh,Indore,Indore Metro Rail Corridor & Pithampur,22.7196,75.8577,22.719775,75.858149,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Indore
702808,Satna Sewerage Management and Treatment Infrastructure Project,Madhya Pradesh,Satna,Satna Cement Cluster & Smart City,24.58,80.83,24.58,80.83,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Satna
702810,Singrauli Sewerage Management and Treatment Infrastructure Project,Madhya Pradesh,Singrauli,"Nigahi, Jayant & Block-B Coal Mega Hub",24.1997,82.6647,24.199253,82.664639,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Singrauli
702833,Kalyan-Dombivali Water Supply Infrastructure Project,Maharashtra,Thane,Kalyan-Bhiwandi Logistics Hub,19.2183,72.9781,19.218571,72.97772,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Thane
702840,Mira-Bhayandar Water Supply Infrastructure Project,Maharashtra,Palghar,Palghar & Talasari Expressway Corridor,18.5204,73.8567,19.6967,72.7699,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,True,Authoritative district resolution (Palghar)
702851,Pune Water Supply Infrastructure Project,Maharashtra,Pune,Hinjawadi IT & Ring Road,18.5204,73.8567,18.519953,73.856641,verified_city,verified_city,exact,city,high,True,True,VALIDATED,True,Matched infrastructure site keyword in Pune
702854,Solapur Sewerage Management Infrastructure Project,Maharashtra,Solapur,Solapur NTPC & Highway,17.6599,75.9064,17.6599,75.9064,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Solapur
703021,Jalandhar Water Supply Infrastructure Project,Punjab,Jalandhar,Jalandhar Smart City & Sports Industrial Hub,31.326,75.5762,31.326,75.5762,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Jalandhar
703057,Patiala Water Supply Infrastructure Part-2 Project,Punjab,Pathankot,City Gas Distribution Project at Pathankot,32.2689,75.6499,32.2689,75.6499,verified_district,verified_district,approximate,district,medium,True,True,APPROXIMATE,False,Preserved validated district location
702949,Jhansi Water Supply Infrastructure Phase-II Project,Uttar Pradesh,Jhansi,Jhansi Water Supply Infrastructure Phase-II,25.4484,78.5685,25.4484,78.5685,verified_city,verified_city,exact,city,high,True,True,VALIDATED,False,Matched infrastructure site keyword in Jhansi
